dataset,seed,method,method_type,feature_dim,accuracy,f1_macro,encoding_s,training_s,total_s,overhead_ratio,encoding_peak_mb,training_peak_mb
higgs,42,poly2,baseline_sklearn,434,0.67956,0.673289,17.27984,211.223717,228.503558,0.07562175465119016,2256.960484,1402.15873
higgs,99,poly2,baseline_sklearn,434,0.67707,0.670993,12.804565,180.266837,193.071402,0.06632036058866968,2256.960484,1402.155673
higgs,1337,poly2,baseline_sklearn,434,0.67911,0.673096,13.289129,201.5444,214.833529,0.061857797811439394,2256.960376,1402.165427
higgs,2026,poly2,baseline_sklearn,434,0.67869,0.672692,15.860118,211.829581,227.689699,0.06965672171229846,2256.960214,1402.155083
higgs,7,pca,baseline_sklearn,27,0.61455,0.606412,0.034057,2.078451,2.112509,0.016121588121044687,54.043668,99.634812
higgs,42,pca,baseline_sklearn,27,0.61352,0.605961,0.033972,2.340483,2.374455,0.01430728314497432,54.043776,99.634345
higgs,99,pca,baseline_sklearn,27,0.61283,0.60523,0.033611,2.063393,2.097004,0.016028104858169082,54.043884,99.634581
higgs,1337,pca,baseline_sklearn,27,0.61325,0.605676,0.07358,2.18939,2.262971,0.032514778139004,54.043614,99.633456
higgs,2026,pca,baseline_sklearn,27,0.61361,0.606134,0.033486,2.147127,2.180614,0.01535622535671146,54.043668,99.632979
higgs,7,rbf_svm,baseline_sklearn,28,0.67911,0.673539,0.0,55.009266,55.009266,0.0,0.0,38.158083
higgs,42,rbf_svm,baseline_sklearn,28,0.68025,0.67531,0.0,54.799529,54.799529,0.0,0.0,38.170961
higgs,99,rbf_svm,baseline_sklearn,28,0.68017,0.675109,0.0,53.949739,53.949739,0.0,0.0,38.156213
higgs,1337,rbf_svm,baseline_sklearn,28,0.6767,0.670409,0.0,53.834911,53.834911,0.0,0.0,38.159922
higgs,2026,rbf_svm,baseline_sklearn,28,0.68011,0.674498,0.0,53.776242,53.776242,0.0,0.0,38.161041
higgs,7,mlp,baseline_sklearn,28,0.74448,0.741628,0.0,238.08454,238.08454,0.0,0.0,165.421033
higgs,42,mlp,baseline_sklearn,28,0.74716,0.746257,0.0,205.901963,205.901963,0.0,0.0,165.424455
higgs,99,mlp,baseline_sklearn,28,0.74676,0.745375,0.0,220.028682,220.028682,0.0,0.0,165.426339
higgs,1337,mlp,baseline_sklearn,28,0.74723,0.745682,0.0,219.267023,219.267023,0.0,0.0,165.425562
higgs,2026,mlp,baseline_sklearn,28,0.74803,0.747263,0.0,220.714797,220.714797,0.0,0.0,165.419751
higgs,7,torch_mlp,baseline_torch,28,0.74627,0.74505,,,79.991602,,,100.328448
higgs,42,torch_mlp,baseline_torch,28,0.74921,0.7477,,,80.101705,,,100.328448
higgs,99,torch_mlp,baseline_torch,28,0.7498,0.749003,,,76.595983,,,100.328448
higgs,1337,torch_mlp,baseline_torch,28,0.74676,0.745948,,,81.934087,,,100.328448
higgs,2026,torch_mlp,baseline_torch,28,0.75003,0.749204,,,79.553944,,,100.328448
high_dim_parity,7,amplitude,qie_sklearn,32,0.486,0.48444,0.002569,0.003916,0.006485,0.3961449498843485,4.674552,0.31362
high_dim_parity,42,amplitude,qie_sklearn,32,0.499,0.498578,0.002783,0.004256,0.007039,0.3953686603210683,4.674552,0.313631
high_dim_parity,99,amplitude,qie_sklearn,32,0.4925,0.490445,0.003003,0.004073,0.007077,0.42433234421364985,4.674552,0.313508
high_dim_parity,1337,amplitude,qie_sklearn,32,0.49,0.488032,0.00263,0.003823,0.006453,0.4075623740895707,4.674552,0.313289
high_dim_parity,2026,amplitude,qie_sklearn,32,0.476,0.47516,0.002636,0.003811,0.006447,0.4088723437257639,4.674552,0.313571
high_dim_parity,7,angle,qie_sklearn,40,0.501,0.500662,0.007521,0.005618,0.013139,0.5724179922368521,8.962896,0.306799
high_dim_parity,42,angle,qie_sklearn,40,0.5,0.499735,0.007749,0.007619,0.015368,0.504229567933368,8.962896,0.307374
high_dim_parity,99,angle,qie_sklearn,40,0.5065,0.506127,0.008648,0.005453,0.014101,0.6132898376001701,8.962896,0.306799
high_dim_parity,1337,angle,qie_sklearn,40,0.5025,0.502291,0.007809,0.005199,0.013007,0.6003690320596602,8.962896,0.306686
high_dim_parity,2026,angle,qie_sklearn,40,0.4945,0.494308,0.007837,0.005338,0.013175,0.5948387096774194,8.962896,0.306416
high_dim_parity,7,basis,qie_sklearn,160,0.5065,0.50604,0.005572,1.391502,1.397074,0.003988335621448828,13.442234,10.580562
high_dim_parity,42,basis,qie_sklearn,160,0.518,0.517877,0.005605,0.967569,0.973174,0.005759504466827103,13.442162,10.581672
high_dim_parity,99,basis,qie_sklearn,160,0.498,0.497711,0.006189,0.829431,0.835621,0.007406467764692367,13.442234,10.580896
high_dim_parity,1337,basis,qie_sklearn,160,0.5155,0.514988,0.005499,0.869071,0.874569,0.00628766855445368,13.442234,10.581073
high_dim_parity,2026,basis,qie_sklearn,160,0.49,0.489959,0.005655,1.305428,1.311083,0.00431322807175442,13.442234,10.581736
high_dim_parity,7,amplitude_torch,qie_torch,32,0.489,0.487916,,,1.167844,,,19.536384
high_dim_parity,42,amplitude_torch,qie_torch,32,0.501,0.5002,,,1.086113,,,19.536384
high_dim_parity,99,amplitude_torch,qie_torch,32,0.4915,0.490705,,,1.179214,,,19.536384
high_dim_parity,1337,amplitude_torch,qie_torch,32,0.4885,0.487294,,,1.099736,,,19.536384
high_dim_parity,2026,amplitude_torch,qie_torch,32,0.4775,0.477321,,,1.177979,,,19.536384
high_dim_parity,7,angle_torch,qie_torch,40,0.5075,0.500724,,,1.002191,,,19.864576
high_dim_parity,42,angle_torch,qie_torch,40,0.5005,0.499834,,,0.973846,,,19.864576
high_dim_parity,99,angle_torch,qie_torch,40,0.5065,0.495525,,,1.019923,,,19.864576
high_dim_parity,1337,angle_torch,qie_torch,40,0.502,0.501637,,,0.942231,,,19.864576
high_dim_parity,2026,angle_torch,qie_torch,40,0.496,0.495192,,,1.044113,,,19.864576
high_dim_parity,7,basis_torch,qie_torch,160,0.506,0.50596,,,1.059124,,,24.790528
high_dim_parity,42,basis_torch,qie_torch,160,0.506,0.495687,,,1.082244,,,24.790528
high_dim_parity,99,basis_torch,qie_torch,160,0.5005,0.499223,,,1.015415,,,24.790528
high_dim_parity,1337,basis_torch,qie_torch,160,0.51,0.509616,,,1.100153,,,24.790528
high_dim_parity,2026,basis_torch,qie_torch,160,0.4975,0.485535,,,1.01256,,,24.790528
high_dim_parity,7,raw_linear,baseline_sklearn,20,0.49,0.488563,0.001756,0.003291,0.005047,0.34792946304735484,1.669216,0.295866
high_dim_parity,42,raw_linear,baseline_sklearn,20,0.497,0.496516,0.001677,0.003307,0.004984,0.3364767255216694,1.669162,0.295974
high_dim_parity,99,raw_linear,baseline_sklearn,20,0.49,0.487836,0.001803,0.0034,0.005203,0.34653084758793,1.669108,0.295974
high_dim_parity,1337,raw_linear,baseline_sklearn,20,0.489,0.486964,0.001692,0.00332,0.005012,0.3375897845171588,1.669216,0.295969
high_dim_parity,2026,raw_linear,baseline_sklearn,20,0.4825,0.481883,0.001648,0.003337,0.004985,0.33059177532597794,1.66927,0.296028
high_dim_parity,7,rff,baseline_sklearn,40,0.502,0.500701,0.008898,0.004772,0.01367,0.6509144111192392,3.922957,0.302324
high_dim_parity,42,rff,baseline_sklearn,40,0.507,0.506324,0.009245,0.005446,0.014691,0.6292968484105915,3.922993,0.302378
high_dim_parity,99,rff,baseline_sklearn,40,0.5075,0.507011,0.009124,0.004549,0.013673,0.6673005192715571,3.923119,0.302815
high_dim_parity,1337,rff,baseline_sklearn,40,0.487,0.485443,0.009124,0.00546,0.014584,0.6256171146461876,3.923065,0.302609
high_dim_parity,2026,rff,baseline_sklearn,40,0.5,0.499519,0.00962,0.005982,0.015602,0.6165876169721831,3.923065,0.302491
high_dim_parity,7,poly2,baseline_sklearn,230,0.517,0.516942,0.027287,0.201773,0.22906,0.11912599318955731,31.3666,0.35897
high_dim_parity,42,poly2,baseline_sklearn,230,0.475,0.474998,0.090898,0.015415,0.106313,0.8550036213821453,31.366708,0.359031
high_dim_parity,99,poly2,baseline_sklearn,230,0.4965,0.496479,0.049888,0.093015,0.142903,0.3491039376360188,31.366708,0.359083
high_dim_parity,1337,poly2,baseline_sklearn,230,0.4845,0.484478,0.073226,0.011105,0.084332,0.8683062182801309,31.366762,0.359137
high_dim_parity,2026,poly2,baseline_sklearn,230,0.4925,0.492307,0.06144,0.010349,0.071789,0.8558414241736199,31.366708,0.358921
high_dim_parity,7,poly3,baseline_sklearn,1770,0.4845,0.48436,0.233862,3.765216,3.999078,0.058478979404752794,240.954444,0.816866
high_dim_parity,42,poly3,baseline_sklearn,1770,0.5105,0.51049,0.226531,3.550998,3.777529,0.05996803730692736,240.954444,0.815254
high_dim_parity,99,poly3,baseline_sklearn,1770,0.496,0.495999,0.236848,3.68088,3.917728,0.06045544764720777,240.954498,0.815569
high_dim_parity,1337,poly3,baseline_sklearn,1770,0.5055,0.505098,0.223262,4.358852,4.582113,0.04872468225903639,240.95439,0.818992
high_dim_parity,2026,poly3,baseline_sklearn,1770,0.492,0.491992,0.227302,3.553146,3.780448,0.060125678226495914,240.954498,0.813755
high_dim_parity,7,pca,baseline_sklearn,19,0.4815,0.480012,0.001984,0.082356,0.08434,0.023523832108133746,1.59295,0.295209
high_dim_parity,42,pca,baseline_sklearn,19,0.5015,0.500835,0.001571,0.003796,0.005367,0.29271473821501764,1.59322,0.294922
high_dim_parity,99,pca,baseline_sklearn,19,0.494,0.491984,0.002006,0.003805,0.005811,0.3452073653415935,1.593112,0.294917
high_dim_parity,1337,pca,baseline_sklearn,19,0.4915,0.489441,0.001922,0.091725,0.093646,0.02052410140315657,1.593382,0.295209
high_dim_parity,2026,pca,baseline_sklearn,19,0.479,0.478123,0.001626,0.004015,0.005641,0.28824676475802163,1.59322,0.295209
high_dim_parity,7,rbf_svm,baseline_sklearn,20,0.488,0.487949,0.0,1.359353,1.359353,0.0,0.0,2.748876
high_dim_parity,42,rbf_svm,baseline_sklearn,20,0.4755,0.475484,0.0,1.411957,1.411957,0.0,0.0,2.746758
high_dim_parity,99,rbf_svm,baseline_sklearn,20,0.497,0.496915,0.0,1.386759,1.386759,0.0,0.0,2.746161
high_dim_parity,1337,rbf_svm,baseline_sklearn,20,0.4885,0.488407,0.0,1.363496,1.363496,0.0,0.0,2.748172
high_dim_parity,2026,rbf_svm,baseline_sklearn,20,0.495,0.494886,0.0,1.391327,1.391327,0.0,0.0,2.747501
high_dim_parity,7,mlp,baseline_sklearn,20,0.515,0.49195,0.0,5.139088,5.139088,0.0,0.0,7.962949
high_dim_parity,42,mlp,baseline_sklearn,20,0.468,0.46719,0.0,6.090741,6.090741,0.0,0.0,7.972601
high_dim_parity,99,mlp,baseline_sklearn,20,0.491,0.488121,0.0,6.912813,6.912813,0.0,0.0,7.982572
high_dim_parity,1337,mlp,baseline_sklearn,20,0.4855,0.480459,0.0,3.938105,3.938105,0.0,0.0,7.957682
high_dim_parity,2026,mlp,baseline_sklearn,20,0.511,0.50596,0.0,6.509952,6.509952,0.0,0.0,7.976516
high_dim_parity,7,torch_mlp,baseline_torch,20,0.5085,0.507243,,,1.75557,,,19.898368
high_dim_parity,42,torch_mlp,baseline_torch,20,0.5145,0.514275,,,1.650559,,,19.898368
high_dim_parity,99,torch_mlp,baseline_torch,20,0.5035,0.502128,,,1.728535,,,19.898368
high_dim_parity,1337,torch_mlp,baseline_torch,20,0.54,0.539403,,,1.712307,,,19.898368
high_dim_parity,2026,torch_mlp,baseline_torch,20,0.528,0.527932,,,1.644323,,,19.898368
high_rank_noise,7,amplitude,qie_sklearn,256,0.78,0.779912,0.008121,0.71272,0.720841,0.011266007344199346,21.026552,0.250925
high_rank_noise,42,amplitude,qie_sklearn,256,0.785,0.784866,0.00579,0.443757,0.449547,0.012879632163044132,21.026552,0.250977
high_rank_noise,99,amplitude,qie_sklearn,256,0.79,0.789992,0.005801,0.311522,0.317323,0.018281057471409255,21.026552,0.250977
high_rank_noise,1337,amplitude,qie_sklearn,256,0.813,0.812958,0.007087,0.334328,0.341415,0.020757728863699604,21.026552,0.25093
high_rank_noise,2026,amplitude,qie_sklearn,256,0.807,0.806957,0.006001,0.325848,0.331849,0.01808352594101534,21.026552,0.251034
high_rank_noise,7,angle,qie_sklearn,400,0.771,0.770934,0.023867,1.952374,1.976242,0.012076962234382226,44.805808,0.283781
high_rank_noise,42,angle,qie_sklearn,400,0.776,0.775871,0.025366,1.405754,1.43112,0.017724579350438818,44.805808,0.283967
high_rank_noise,99,angle,qie_sklearn,400,0.762,0.761985,0.024569,1.58051,1.605079,0.015307034731623802,44.805808,0.283108
high_rank_noise,1337,angle,qie_sklearn,400,0.806,0.805997,0.024771,0.860355,0.885126,0.027985846082930567,44.805808,0.283712
high_rank_noise,2026,angle,qie_sklearn,400,0.785,0.784974,0.025973,1.054046,1.080019,0.0240486509959547,44.805808,0.283972
high_rank_noise,7,basis,qie_sklearn,1600,0.693,0.692997,0.02013,4.014007,4.034138,0.004989913582529899,67.206514,51.855059
high_rank_noise,42,basis,qie_sklearn,1600,0.716,0.715107,0.019847,5.486914,5.506761,0.00360411501425248,67.206586,51.853249
high_rank_noise,99,basis,qie_sklearn,1600,0.696,0.695853,0.020261,11.787763,11.808024,0.0017158671086711884,67.206514,51.857546
high_rank_noise,1337,basis,qie_sklearn,1600,0.712,0.711907,0.02024,4.591444,4.611685,0.0043888513634387435,67.206514,51.857344
high_rank_noise,2026,basis,qie_sklearn,1600,0.681,0.680652,0.01988,10.71544,10.73532,0.001851831151749552,67.206514,51.853657
high_rank_noise,7,amplitude_torch,qie_torch,256,0.786,0.785896,,,0.613682,,,23.54688
high_rank_noise,42,amplitude_torch,qie_torch,256,0.787,0.786887,,,0.628226,,,23.54688
high_rank_noise,99,amplitude_torch,qie_torch,256,0.79,0.789997,,,0.68475,,,23.54688
high_rank_noise,1337,amplitude_torch,qie_torch,256,0.819,0.818978,,,0.627796,,,23.54688
high_rank_noise,2026,amplitude_torch,qie_torch,256,0.808,0.807938,,,0.632298,,,23.54688
high_rank_noise,7,angle_torch,qie_torch,400,0.777,0.776861,,,0.471007,,,26.934784
high_rank_noise,42,angle_torch,qie_torch,400,0.78,0.779745,,,0.491256,,,26.934784
high_rank_noise,99,angle_torch,qie_torch,400,0.778,0.777996,,,0.485951,,,26.934784
high_rank_noise,1337,angle_torch,qie_torch,400,0.82,0.819999,,,0.58606,,,26.934784
high_rank_noise,2026,angle_torch,qie_torch,400,0.793,0.792227,,,0.554519,,,26.934784
high_rank_noise,7,basis_torch,qie_torch,1600,0.713,0.712129,,,0.606411,,,52.780544
high_rank_noise,42,basis_torch,qie_torch,1600,0.704,0.703258,,,0.464103,,,52.780544
high_rank_noise,99,basis_torch,qie_torch,1600,0.701,0.700976,,,0.478736,,,52.780544
high_rank_noise,1337,basis_torch,qie_torch,1600,0.724,0.723841,,,0.552423,,,52.780544
high_rank_noise,2026,basis_torch,qie_torch,1600,0.685,0.681754,,,0.477284,,,52.780544
high_rank_noise,7,raw_linear,baseline_sklearn,200,0.775,0.774919,0.005032,0.273993,0.279025,0.01803422632380611,8.07359,0.219891
high_rank_noise,42,raw_linear,baseline_sklearn,200,0.785,0.784843,0.003581,0.229849,0.233429,0.015340853107368836,8.073428,0.219621
high_rank_noise,99,raw_linear,baseline_sklearn,200,0.782,0.781999,0.004139,0.324564,0.328703,0.012591914281281279,8.07359,0.2194
high_rank_noise,1337,raw_linear,baseline_sklearn,200,0.815,0.814958,0.003524,0.231387,0.234911,0.015001426072001736,8.073536,0.219783
high_rank_noise,2026,raw_linear,baseline_sklearn,200,0.797,0.796966,0.003413,0.212359,0.215772,0.015817622305025675,8.073428,0.219567
high_rank_noise,7,rff,baseline_sklearn,400,0.706,0.705989,0.196903,0.407174,0.604077,0.32595679027673624,19.922621,0.276897
high_rank_noise,42,rff,baseline_sklearn,400,0.692,0.691995,0.117819,0.591612,0.709431,0.16607534770823376,19.922463,0.277069
high_rank_noise,99,rff,baseline_sklearn,400,0.665,0.664997,0.283645,0.914217,1.197863,0.23679252134843468,19.922621,0.277369
high_rank_noise,1337,rff,baseline_sklearn,400,0.702,0.701695,0.112046,1.902554,2.014599,0.055617023536693906,19.922517,0.277217
high_rank_noise,2026,rff,baseline_sklearn,400,0.715,0.714997,0.198745,1.104407,1.303152,0.15251098874114455,19.922621,0.277123
high_rank_noise,7,pca,baseline_sklearn,199,0.774,0.773942,0.201092,0.489252,0.690344,0.29129245709385465,8.355594,0.217015
high_rank_noise,42,pca,baseline_sklearn,199,0.788,0.787857,0.091913,0.405537,0.49745,0.18476831842396219,8.355486,0.216907
high_rank_noise,99,pca,baseline_sklearn,199,0.783,0.782998,0.287992,0.403574,0.691566,0.41643458469618233,8.355594,0.217128
high_rank_noise,1337,pca,baseline_sklearn,199,0.816,0.815964,0.188104,0.394558,0.582662,0.3228355375843971,8.355648,0.216794
high_rank_noise,2026,pca,baseline_sklearn,199,0.798,0.797948,0.297751,0.399665,0.697416,0.42693456989802353,8.355486,0.216725
high_rank_noise,7,rbf_svm,baseline_sklearn,200,0.793,0.792983,0.0,0.725323,0.725323,0.0,0.0,12.848269
high_rank_noise,42,rbf_svm,baseline_sklearn,200,0.784,0.783688,0.0,0.747943,0.747943,0.0,0.0,12.848161
high_rank_noise,99,rbf_svm,baseline_sklearn,200,0.79,0.789946,0.0,0.72698,0.72698,0.0,0.0,12.847783
high_rank_noise,1337,rbf_svm,baseline_sklearn,200,0.807,0.80693,0.0,0.664689,0.664689,0.0,0.0,12.848269
high_rank_noise,2026,rbf_svm,baseline_sklearn,200,0.802,0.801866,0.0,0.768924,0.768924,0.0,0.0,12.848269
high_rank_noise,7,mlp,baseline_sklearn,200,0.788,0.787625,0.0,8.884894,8.884894,0.0,0.0,19.056011
high_rank_noise,42,mlp,baseline_sklearn,200,0.758,0.757752,0.0,3.545315,3.545315,0.0,0.0,19.057796
high_rank_noise,99,mlp,baseline_sklearn,200,0.779,0.77895,0.0,10.562307,10.562307,0.0,0.0,19.058046
high_rank_noise,1337,mlp,baseline_sklearn,200,0.799,0.798966,0.0,4.238973,4.238973,0.0,0.0,19.055376
high_rank_noise,2026,mlp,baseline_sklearn,200,0.797,0.796588,0.0,8.033662,8.033662,0.0,0.0,19.055592
high_rank_noise,7,torch_mlp,baseline_torch,200,0.766,0.765977,,,0.857978,,,24.66816
high_rank_noise,42,torch_mlp,baseline_torch,200,0.775,0.774919,,,0.884595,,,24.66816
high_rank_noise,99,torch_mlp,baseline_torch,200,0.739,0.738979,,,0.810709,,,24.66816
high_rank_noise,1337,torch_mlp,baseline_torch,200,0.808,0.807988,,,0.907244,,,24.66816
high_rank_noise,2026,torch_mlp,baseline_torch,200,0.777,0.776994,,,0.916292,,,24.66816
covertype,7,amplitude,qie_sklearn,64,0.5846,0.213115,0.012095,14.756032,14.768128,0.0008189934431770905,55.36244,5.302098
covertype,42,amplitude,qie_sklearn,64,0.5914,0.21773,0.010957,12.133443,12.1444,0.0009022265406277791,55.36244,5.305461
covertype,99,amplitude,qie_sklearn,64,0.5876,0.213485,0.01151,12.317293,12.328803,0.0009335861721531278,55.36244,5.308381
covertype,1337,amplitude,qie_sklearn,64,0.5829,0.21309,0.012219,11.825191,11.83741,0.0010322359367462984,55.36244,5.311341
covertype,2026,amplitude,qie_sklearn,64,0.586,0.209446,0.011519,13.749375,13.760894,0.0008370822418950396,55.36244,5.304678
covertype,7,angle,qie_sklearn,108,0.719,0.522343,0.122098,53.443922,53.56602,0.0022793927941631652,120.962416,5.37978
covertype,42,angle,qie_sklearn,108,0.7302,0.558168,0.059906,45.642673,45.702579,0.0013107794201285665,120.962416,5.37953
covertype,99,angle,qie_sklearn,108,0.7256,0.543735,0.065357,42.948035,43.013392,0.0015194570100400357,120.962416,5.387
covertype,1337,angle,qie_sklearn,108,0.7239,0.522857,0.060956,43.180248,43.241204,0.0014096739767005563,120.962416,5.384266
covertype,2026,angle,qie_sklearn,108,0.7285,0.539655,0.062835,43.940256,44.003092,0.001427967834623985,120.962416,5.383068
covertype,7,basis,qie_sklearn,432,0.7195,0.562592,0.418934,58.856768,59.275702,0.0070675502080093456,181.443082,144.286281
covertype,42,basis,qie_sklearn,432,0.7267,0.569075,0.051228,51.668113,51.719342,0.0009904998404658746,181.443082,144.288739
covertype,99,basis,qie_sklearn,432,0.7211,0.554536,0.052574,55.392832,55.445406,0.0009482120123712324,181.443082,144.292287
covertype,1337,basis,qie_sklearn,432,0.7224,0.546981,0.049792,48.914166,48.963958,0.0010169112554177097,181.443082,144.287923
covertype,2026,basis,qie_sklearn,432,0.7317,0.541951,0.049881,46.262045,46.311926,0.001077065980801576,181.443082,144.287097
covertype,7,amplitude_torch,qie_torch,64,0.5272,0.183482,,,5.327219,,,32.449024
covertype,42,amplitude_torch,qie_torch,64,0.5309,0.179719,,,4.902182,,,32.449024
covertype,99,amplitude_torch,qie_torch,64,0.527,0.173162,,,4.718499,,,32.449024
covertype,1337,amplitude_torch,qie_torch,64,0.5206,0.169945,,,4.901782,,,32.449024
covertype,2026,amplitude_torch,qie_torch,64,0.5217,0.169685,,,4.731017,,,32.449024
covertype,7,angle_torch,qie_torch,108,0.7127,0.482099,,,5.113266,,,41.26464
covertype,42,angle_torch,qie_torch,108,0.7254,0.527936,,,4.768958,,,41.26464
covertype,99,angle_torch,qie_torch,108,0.7164,0.497845,,,4.645555,,,41.26464
covertype,1337,angle_torch,qie_torch,108,0.7177,0.475327,,,4.819489,,,41.26464
covertype,2026,angle_torch,qie_torch,108,0.7249,0.496275,,,4.884682,,,41.26464
covertype,7,basis_torch,qie_torch,432,0.703,0.530256,,,4.989075,,,106.270208
covertype,42,basis_torch,qie_torch,432,0.717,0.54491,,,4.67741,,,106.270208
covertype,99,basis_torch,qie_torch,432,0.708,0.533098,,,4.503631,,,106.270208
covertype,1337,basis_torch,qie_torch,432,0.7092,0.512995,,,4.921116,,,106.270208
covertype,2026,basis_torch,qie_torch,432,0.7152,0.500492,,,5.146653,,,106.270208
covertype,7,raw_linear,baseline_sklearn,54,0.7151,0.511797,0.01263,17.370228,17.382858,0.0007265778734429057,21.67015,5.264819
covertype,42,raw_linear,baseline_sklearn,54,0.7211,0.539966,0.010927,12.412558,12.423484,0.0008795439346965794,21.670042,5.272562
covertype,99,raw_linear,baseline_sklearn,54,0.7208,0.52973,0.010668,14.454309,14.464978,0.0007375054424555641,21.670096,5.264553
covertype,1337,raw_linear,baseline_sklearn,54,0.7191,0.509098,0.010927,14.461474,14.472401,0.0007550233026296051,21.670096,5.262705
covertype,2026,raw_linear,baseline_sklearn,54,0.7239,0.519276,0.011556,15.405143,15.416699,0.0007495768062929684,21.670042,5.267051
covertype,7,rff,baseline_sklearn,108,0.7108,0.4973,0.15348,12.55198,12.705461,0.012079845036712954,51.964255,5.372156
covertype,42,rff,baseline_sklearn,108,0.7127,0.513253,0.235037,7.757408,7.992445,0.029407396610173733,51.964043,5.373812
covertype,99,rff,baseline_sklearn,108,0.7197,0.503373,0.154933,9.547774,9.702707,0.015968017997451636,51.964255,5.375415
covertype,1337,rff,baseline_sklearn,108,0.7081,0.497774,0.160209,9.248551,9.40876,0.017027642324812197,51.964196,5.374584
covertype,2026,rff,baseline_sklearn,108,0.7085,0.505484,0.160557,9.546303,9.706861,0.016540568573094844,51.964151,5.372883
covertype,7,poly2,baseline_sklearn,1539,0.7599,0.647955,14.036379,1994.173021,2008.2094,0.006989499700579034,1046.724662,8.423548
covertype,42,poly2,baseline_sklearn,1539,0.7666,0.66243,4.691614,394.214964,398.906579,0.011761184816157169,1046.724986,8.424334
covertype,99,poly2,baseline_sklearn,1539,0.7621,0.630687,0.813371,486.878364,487.691735,0.0016677973843456666,1046.724932,8.424216
covertype,1337,poly2,baseline_sklearn,1539,0.7663,0.649884,0.824782,446.17098,446.995762,0.0018451673821462315,1046.724932,8.424137
covertype,2026,poly2,baseline_sklearn,1539,0.7698,0.65225,5.722138,1315.977098,1321.699235,0.004329379822936797,1046.724986,8.423744
covertype,7,pca,baseline_sklearn,53,0.6677,0.298178,0.10533,85.498396,85.603726,0.0012304370956937084,21.294004,5.258043
covertype,42,pca,baseline_sklearn,53,0.6627,0.32819,0.023862,66.859552,66.883415,0.0003567700602608285,21.294274,5.258632
covertype,99,pca,baseline_sklearn,53,0.678,0.304775,0.018998,70.882655,70.901653,0.00026794861891301746,21.294382,5.258519
covertype,1337,pca,baseline_sklearn,53,0.6753,0.320828,0.086432,66.400466,66.486898,0.0012999854497648545,21.294004,5.259035
covertype,2026,pca,baseline_sklearn,53,0.6702,0.310973,0.188542,71.499006,71.687548,0.0026300522930425793,21.294058,5.258534
covertype,7,rbf_svm,baseline_sklearn,54,0.7414,0.492213,0.0,9.511216,9.511216,0.0,0.0,17.453105
covertype,42,rbf_svm,baseline_sklearn,54,0.7413,0.502272,0.0,9.343167,9.343167,0.0,0.0,17.453051
covertype,99,rbf_svm,baseline_sklearn,54,0.7479,0.496691,0.0,9.338781,9.338781,0.0,0.0,17.453051
covertype,1337,rbf_svm,baseline_sklearn,54,0.748,0.472049,0.0,9.19771,9.19771,0.0,0.0,17.452992
covertype,2026,rbf_svm,baseline_sklearn,54,0.7499,0.502471,0.0,9.245172,9.245172,0.0,0.0,17.452835
covertype,7,mlp,baseline_sklearn,54,0.8541,0.779722,0.0,602.08393,602.08393,0.0,0.0,51.09191
covertype,42,mlp,baseline_sklearn,54,0.8652,0.778179,0.0,161.053756,161.053756,0.0,0.0,51.088441
covertype,99,mlp,baseline_sklearn,54,0.8602,0.780331,0.0,141.152167,141.152167,0.0,0.0,51.091459
covertype,1337,mlp,baseline_sklearn,54,0.8468,0.76658,0.0,79.502688,79.502688,0.0,0.0,51.085023
covertype,2026,mlp,baseline_sklearn,54,0.8668,0.78744,0.0,884.043191,884.043191,0.0,0.0,51.092495
covertype,7,torch_mlp,baseline_torch,54,0.8559,0.786754,,,7.702446,,,31.204352
covertype,42,torch_mlp,baseline_torch,54,0.861,0.786249,,,7.624867,,,31.204352
covertype,99,torch_mlp,baseline_torch,54,0.8457,0.764466,,,7.722552,,,31.204352
covertype,1337,torch_mlp,baseline_torch,54,0.8613,0.782861,,,7.952592,,,31.204352
covertype,2026,torch_mlp,baseline_torch,54,0.8581,0.781489,,,8.251932,,,31.204352
